,area_type,location,society,total_sqft,bath,balcony,price,bed,price_per_sqft
292,Super built-up  Area,Electronic City Phase II,other_society,1069,2.0,2.0,45.0,2,4209.541627689429
293,Super built-up  Area,Hebbal,Prersis,1349,2.0,1.0,98.2,2,7279.466271312083
294,Super built-up  Area,9th Phase JP Nagar,NaensGa,1005,2.0,1.0,50.0,2,4975.124378109453
295,Super built-up  Area,Jakkur,other_society,1417,2.0,3.0,75.0,2,5292.87226534933
296,Plot  Area,TC Palaya,GrrvaGr,1475,3.0,1.0,98.0,3,6644.067796610169
297,Carpet  Area,others,other_society,950,2.0,2.0,47.0,2,4947.368421052632
298,Super built-up  Area,others,other_society,2000,4.0,0.0,120.0,4,6000.0
299,Plot  Area,Giri Nagar,GrrvaGr,880,3.0,1.0,140.0,3,15909.09090909091
300,Super built-up  Area,Sarjapur  Road,Ahriaup,1863,3.0,2.0,104.0,4,5582.393988191089
301,Super built-up  Area,Singasandra,other_society,1010,2.0,1.0,29.5,2,2920.792079207921
302,Super built-up  Area,Kalena Agrahara,other_society,1425,2.0,1.0,70.0,3,4912.2807017543855
303,Super built-up  Area,Vijayanagar,other_society,1450,3.0,0.0,100.0,3,6896.551724137931
304,Super built-up  Area,Kothanur,Somumys,1847,3.0,2.0,105.0,3,5684.89442338928
305,Super built-up  Area,AECS Layout,other_society,1100,2.0,3.0,45.0,2,4090.909090909091
306,Super built-up  Area,Kanakpura Road,PrarePa,525,1.0,1.0,26.0,1,4952.380952380952
307,Super built-up  Area,Mallasandra,other_society,1665,3.0,2.0,95.0,3,5705.705705705705
308,Super built-up  Area,Begur,other_society,1664,4.0,3.0,65.0,4,3906.25
309,Super built-up  Area,JP Nagar,other_society,1850,3.0,3.0,150.0,3,8108.108108108108
310,Super built-up  Area,Panathur,other_society,1438,2.0,3.0,100.0,2,6954.102920723227
311,Super built-up  Area,others,other_society,1560,3.0,3.0,115.0,3,7371.794871794872
312,Super built-up  Area,Yelahanka,GrrvaGr,1350,2.0,1.0,55.55,2,4114.814814814815
313,Super built-up  Area,Kanakpura Road,JRrnauv,1550,3.0,3.0,67.0,3,4322.580645161291
314,Super built-up  Area,Malleshpalya,GrrvaGr,1140,2.0,2.0,46.5,2,4078.9473684210525
315,Plot  Area,others,GrrvaGr,1200,5.0,2.0,180.0,5,15000.0
316,Super built-up  Area,others,GrrvaGr,850,2.0,2.0,27.0,2,3176.470588235294
317,Super built-up  Area,Whitefield,other_society,1280,2.0,2.0,75.0,2,5859.375
318,Built-up  Area,Munnekollal,GrrvaGr,1170,2.0,2.0,52.0,2,4444.444444444444
319,Super built-up  Area,others,other_society,1113,2.0,1.0,51.0,2,4582.210242587601
320,Super built-up  Area,Hennur Road,other_society,1385,2.0,1.0,83.09,2,5999.27797833935
321,Super built-up  Area,Electronic City,Prarkun,1128,2.0,1.0,65.0,2,5762.41134751773
322,Plot  Area,Marathahalli,GrrvaGr,1200,2.0,2.0,128.0,2,10666.666666666666
323,Plot  Area,others,GrrvaGr,1200,4.0,3.0,165.0,4,13750.0
324,Super built-up  Area,Rajaji Nagar,PhestOn,2390,3.0,2.0,415.0,3,17364.016736401674
325,Plot  Area,Giri Nagar,GrrvaGr,2400,4.0,1.0,400.0,4,16666.666666666668
326,Super built-up  Area,Haralur Road,other_society,1464,3.0,2.0,56.0,3,3825.136612021858
327,Super built-up  Area,others,GrrvaGr,1200,2.0,2.0,55.0,2,4583.333333333333
328,Super built-up  Area,Kaval Byrasandra,other_society,1200,2.0,2.0,52.0,2,4333.333333333333
329,Super built-up  Area,Kaggalipura,Baowsig,1150,2.0,1.0,55.0,3,4782.608695652174
330,Built-up  Area,others,other_society,1645,3.0,2.0,95.0,3,5775.075987841945
331,Super built-up  Area,Sarjapur  Road,GrrvaGr,1000,2.0,1.0,67.0,2,6700.0
332,Plot  Area,Haralur Road,GrrvaGr,2650,4.0,2.0,198.0,4,7471.698113207547
333,Super built-up  Area,6th Phase JP Nagar,other_society,1192,2.0,2.0,74.0,2,6208.053691275168
334,Super built-up  Area,Ulsoor,other_society,2135,3.0,2.0,215.0,3,10070.257611241217
335,Super built-up  Area,Whitefield,Oreldhi,1173,2.0,1.0,58.0,2,4944.58653026428
336,Built-up  Area,Uttarahalli,other_society,1020,2.0,2.0,45.0,2,4411.764705882353
337,Super built-up  Area,Thigalarapalya,Prtanha,3122,6.0,2.0,230.0,4,7367.072389493914
338,Super built-up  Area,Somasundara Palya,GrrvaGr,1600,3.0,3.0,64.0,3,4000.0
339,Plot  Area,others,GrrvaGr,1200,2.0,0.0,79.0,2,6583.333333333333
340,Carpet  Area,others,GrrvaGr,1230,2.0,3.0,48.0,2,3902.439024390244
341,Super built-up  Area,Devarachikkanahalli,other_society,1250,2.0,2.0,40.0,2,3200.0
342,Super built-up  Area,Kalena Agrahara,other_society,1325,2.0,2.0,76.0,2,5735.8490566037735
343,Built-up  Area,7th Phase JP Nagar,other_society,1850,3.0,1.0,150.0,3,8108.108108108108
344,Super built-up  Area,Kanakpura Road,PrarePa,525,2.0,2.0,21.53,1,4100.952380952381
345,Super built-up  Area,Basaveshwara Nagar,GrrvaGr,1200,2.0,2.0,65.0,2,5416.666666666667
346,Plot  Area,others,GrrvaGr,1350,2.0,0.0,140.0,3,10370.37037037037
347,Super built-up  Area,Bommasandra,SSestth,1260,3.0,1.0,49.36,3,3917.4603174603176
348,Super built-up  Area,others,other_society,1800,3.0,0.0,150.0,3,8333.333333333334
349,Plot  Area,others,other_society,11,3.0,2.0,74.0,3,672727.2727272727
350,Built-up  Area,Ardendale,other_society,1100,2.0,1.0,43.25,2,3931.818181818182
351,Super built-up  Area,Harlur,other_society,1508,2.0,1.0,77.0,2,5106.100795755968
352,Carpet  Area,others,other_society,1592,3.0,2.0,75.0,3,4711.05527638191
353,Super built-up  Area,Akshaya Nagar,other_society,1388,2.0,3.0,57.0,2,4106.628242074928
354,Super built-up  Area,Electronic City Phase II,SNbay G,630,1.0,1.0,28.35,1,4500.0
355,Plot  Area,others,GrrvaGr,2000,3.0,2.0,365.0,3,18250.0
356,Super built-up  Area,others,GrrvaGr,1762,3.0,1.0,125.0,3,7094.211123723042
357,Super built-up  Area,others,GrrvaGr,950,2.0,2.0,50.0,2,5263.1578947368425
358,Super built-up  Area,Kodihalli,other_society,3252,5.0,3.0,335.0,4,10301.353013530135
359,Super built-up  Area,Magadi Road,Vrenty,1116,2.0,1.0,50.0,2,4480.286738351255
360,Super built-up  Area,Narayanapura,other_society,1308,2.0,2.0,89.04,2,6807.339449541284
361,Super built-up  Area,others,GrrvaGr,1200,3.0,0.0,90.0,3,7500.0
362,Plot  Area,others,GrrvaGr,1500,4.0,2.0,230.0,4,15333.333333333334
363,Built-up  Area,Bannerghatta Road,GrrvaGr,500,1.0,1.0,18.5,1,3700.0
364,Super built-up  Area,Hennur,other_society,1075,2.0,1.0,52.0,2,4837.209302325581
365,Super built-up  Area,Chandapura,other_society,530,1.0,0.0,11.66,1,2200.0
366,Built-up  Area,Bellandur,GrrvaGr,1205,2.0,3.0,66.0,2,5477.178423236514
367,Super built-up  Area,5th Phase JP Nagar,other_society,1075,2.0,2.0,60.0,2,5581.395348837209
368,Built-up  Area,KR Puram,other_society,930,2.0,2.0,39.0,2,4193.548387096775
369,Super built-up  Area,Balagere,other_society,1380,2.0,1.0,60.0,2,4347.826086956522
370,Super built-up  Area,Hebbal,Prersis,2483,5.0,2.0,212.0,4,8538.058799838904
371,Built-up  Area,Kodigehaali,other_society,1166,2.0,2.0,55.0,2,4716.981132075472
372,Super built-up  Area,Bannerghatta Road,other_society,1050,2.0,1.0,65.0,2,6190.476190476191
373,Super built-up  Area,others,other_society,2023,3.0,2.0,275.0,3,13593.672763222936
374,Super built-up  Area,Begur Road,Dhalsh,1200,2.0,2.0,46.8,2,3900.0
375,Super built-up  Area,Lakshminarayana Pura,other_society,1600,2.0,1.0,108.0,3,6750.0
376,Super built-up  Area,Billekahalli,other_society,1935,3.0,2.0,110.0,3,5684.754521963824
377,Super built-up  Area,8th Phase JP Nagar,other_society,451,1.0,0.0,29.9,1,6629.711751662971
378,Super built-up  Area,Electronic City,other_society,1800,3.0,2.0,95.0,3,5277.777777777777
379,Super built-up  Area,Jalahalli,other_society,1400,3.0,0.0,77.0,3,5500.0
380,Super built-up  Area,Hegde Nagar,SoitaCa,1801,3.0,2.0,115.0,3,6385.341476957246
381,Built-up  Area,Mahadevpura,other_society,1451,2.0,2.0,90.0,2,6202.618883528601
382,Plot  Area,Anekal,GrrvaGr,1200,1.0,1.0,36.0,2,3000.0
383,Super built-up  Area,Begur Road,Dhalsh,1160,2.0,2.0,44.0,2,3793.103448275862
384,Built-up  Area,Kengeri,GrrvaGr,1000,2.0,1.0,25.0,2,2500.0
385,Super built-up  Area,Kanakpura Road,Wiowsri,950,2.0,1.0,40.0,2,4210.526315789473
386,Built-up  Area,others,GrrvaGr,1629,3.0,2.0,79.0,3,4849.600982197668
387,Built-up  Area,Vijayanagar,GrrvaGr,1580,2.0,0.0,134.0,3,8481.012658227848
388,Super built-up  Area,Vijayanagar,Saityat,1826,3.0,2.0,121.0,3,6626.506024096386
389,Built-up  Area,7th Phase JP Nagar,Eladero,1245,2.0,1.0,94.0,2,7550.2008032128515
390,Super built-up  Area,Raja Rajeshwari Nagar,other_society,1145,2.0,2.0,45.79,2,3999.126637554585
391,Super built-up  Area,Sompura,other_society,825,2.0,1.0,33.0,2,4000.0
392,Super built-up  Area,Yeshwanthpur,other_society,1693,3.0,3.0,108.0,3,6379.208505611341
393,Super built-up  Area,Electronics City Phase 1,other_society,1113,2.0,2.0,53.0,2,4761.9047619047615
394,Built-up  Area,others,other_society,1460,2.0,1.0,58.0,2,3972.6027397260273
395,Built-up  Area,Doddathoguru,other_society,1050,2.0,1.0,32.0,2,3047.6190476190477
396,Built-up  Area,Dodda Nekkundi,other_society,1260,2.0,2.0,55.0,2,4365.079365079365
397,Super built-up  Area,others,GrrvaGr,700,3.0,2.0,120.0,6,17142.85714285714
398,Built-up  Area,Hosur Road,other_society,1656,2.0,1.0,120.0,2,7246.376811594203
399,Super built-up  Area,Chandapura,other_society,1208,3.0,1.0,45.0,3,3725.1655629139073
400,Super built-up  Area,Whitefield,BrlisCo,1910,3.0,2.0,161.0,3,8429.319371727748
401,Super built-up  Area,Whitefield,other_society,3252,4.0,1.0,230.0,4,7072.570725707257
402,Plot  Area,Battarahalli,GrrvaGr,1200,2.0,1.0,65.0,2,5416.666666666667
403,Super built-up  Area,others,GrrvaGr,1200,4.0,1.0,175.0,4,14583.333333333334
404,Super built-up  Area,7th Phase JP Nagar,BriumMi,1175,2.0,1.0,82.0,2,6978.723404255319
405,Plot  Area,others,GrrvaGr,1000,2.0,0.0,165.0,2,16500.0
406,Plot  Area,Bannerghatta Road,GrrvaGr,1200,2.0,0.0,125.0,4,10416.666666666666
407,Super built-up  Area,Rajaji Nagar,PhestOn,2390,3.0,2.0,410.0,3,17154.81171548117
408,Super built-up  Area,Rajaji Nagar,GrrvaGr,12000,6.0,3.0,2200.0,7,18333.333333333332
409,Plot  Area,Sultan Palaya,GrrvaGr,550,1.0,1.0,62.0,2,11272.727272727272
410,Super built-up  Area,Kengeri,GrrvaGr,34,1.0,0.0,18.5,1,54411.76470588235
411,Super built-up  Area,others,other_society,1185,2.0,2.0,38.0,2,3206.7510548523205
412,Super built-up  Area,Kengeri,other_society,750,2.0,1.0,38.0,2,5066.666666666667
413,Plot  Area,Mahalakshmi Layout,GrrvaGr,1200,7.0,3.0,250.0,6,20833.333333333332
414,Super built-up  Area,Kanakpura Road,JRrnauv,1550,3.0,3.0,64.5,3,4161.290322580645
415,Built-up  Area,others,other_society,1760,3.0,2.0,88.0,3,5000.0
416,Super built-up  Area,Billekahalli,other_society,1125,2.0,2.0,62.0,2,5511.111111111111
417,Plot  Area,Nagarbhavi,GrrvaGr,1350,3.0,2.0,150.0,3,11111.111111111111
418,Plot  Area,Anandapura,GrrvaGr,1000,2.0,1.0,55.0,2,5500.0
419,Built-up  Area,Bommasandra Industrial Area,GrrvaGr,1090,2.0,2.0,31.48,2,2888.0733944954127
420,Plot  Area,TC Palaya,GrrvaGr,1200,2.0,0.0,60.0,2,5000.0
421,Super built-up  Area,Budigere,PrityTr,1991,4.0,2.0,103.0,3,5173.279758915118
422,Super built-up  Area,Bommasandra,other_society,1060,2.0,1.0,26.5,2,2500.0
423,Super built-up  Area,Ambalipura,other_society,1105,2.0,1.0,75.0,2,6787.330316742082
424,Built-up  Area,Hoodi,other_society,985,2.0,2.0,67.0,2,6802.030456852792
425,Plot  Area,Chandapura,GrrvaGr,1533,5.0,3.0,85.0,6,5544.683626875408
426,Super built-up  Area,Balagere,other_society,1590,3.0,2.0,79.0,3,4968.553459119496
427,Super built-up  Area,CV Raman Nagar,other_society,1120,2.0,2.0,55.0,2,4910.714285714285
428,Super built-up  Area,others,other_society,1069,2.0,1.0,55.0,2,5144.9953227315245
429,Super built-up  Area,Marathahalli,Prionad,1933,3.0,2.0,140.0,3,7242.628039317124
430,Built-up  Area,Hosur Road,PuendWe,1194,2.0,0.0,69.0,2,5778.894472361809
431,Super built-up  Area,Brookefield,other_society,1150,2.0,3.0,69.0,2,6000.0
432,Super built-up  Area,Yelenahalli,GrrvaGr,1240,2.0,2.0,47.12,2,3800.0
433,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1419,2.0,2.0,48.1,2,3389.7110641296686
434,Plot  Area,7th Phase JP Nagar,GrrvaGr,1200,8.0,2.0,250.0,8,20833.333333333332
435,Super built-up  Area,others,other_society,2150,4.0,2.0,240.0,3,11162.790697674418
436,Super built-up  Area,others,other_society,1450,3.0,2.0,55.0,3,3793.103448275862
437,Super built-up  Area,others,other_society,1630,3.0,2.0,68.29,3,4189.57055214724
438,Super built-up  Area,Dasanapura,Tavenew,708,1.0,1.0,40.0,2,5649.717514124294
439,Plot  Area,Kasavanhalli,GrrvaGr,1000,4.0,3.0,110.0,3,11000.0
440,Plot  Area,Whitefield,GrrvaGr,11890,4.0,3.0,700.0,4,5887.300252312868
441,Super built-up  Area,Bellandur,other_society,1250,2.0,1.0,76.0,2,6080.0
442,Super built-up  Area,7th Phase JP Nagar,Brnia G,1400,2.0,1.0,95.0,3,6785.714285714285
443,Super built-up  Area,Sarjapur  Road,GrrvaGr,1670,2.0,3.0,57.0,3,3413.1736526946106
444,Super built-up  Area,Ardendale,other_society,1750,3.0,2.0,100.0,3,5714.285714285715
445,Super built-up  Area,Vittasandra,Prlla C,1404,2.0,1.0,71.0,2,5056.980056980057
446,Super built-up  Area,Hoodi,other_society,1715,2.0,2.0,95.0,3,5539.35860058309
447,Built-up  Area,Electronic City,Prarkun,630,1.0,1.0,34.65,1,5500.0
448,Super built-up  Area,Harlur,other_society,1752,3.0,2.0,135.0,3,7705.479452054795
449,Super built-up  Area,Hulimavu,GrrvaGr,1650,3.0,2.0,78.0,3,4727.272727272727
450,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1295,2.0,1.0,55.47,2,4283.397683397683
451,Plot  Area,Giri Nagar,other_society,1800,3.0,2.0,252.0,3,14000.0
452,Super built-up  Area,Sarjapur  Road,PualeSk,1346,2.0,1.0,74.03,2,5500.0
453,Plot  Area,others,GrrvaGr,1200,4.0,2.0,200.0,4,16666.666666666668
454,Super built-up  Area,Hormavu,other_society,1150,2.0,2.0,55.0,2,4782.608695652174
455,Built-up  Area,others,other_society,3309,4.0,3.0,325.0,4,9821.698398307646
456,Super built-up  Area,Chandapura,SunceEs,1190,2.0,2.0,30.35,3,2550.4201680672268
457,Super built-up  Area,AECS Layout,other_society,1620,3.0,2.0,98.0,3,6049.382716049383
458,Super built-up  Area,Marathahalli,GrrvaGr,950,2.0,1.0,46.96,2,4943.1578947368425
459,Super built-up  Area,others,other_society,5000,9.0,3.0,360.0,11,7200.0
460,Super built-up  Area,Harlur,other_society,2450,3.0,0.0,120.0,3,4897.959183673469
461,Super built-up  Area,Electronic City Phase II,Sryalan,1220,2.0,1.0,35.23,3,2887.7049180327863
462,Super built-up  Area,others,other_society,850,2.0,1.0,30.0,2,3529.4117647058824
463,Built-up  Area,Padmanabhanagar,GrrvaGr,1020,2.0,2.0,63.0,2,6176.470588235294
464,Built-up  Area,Chikkalasandra,GrrvaGr,1100,2.0,2.0,50.0,2,4545.454545454545
465,Super built-up  Area,others,other_society,1150,2.0,2.0,126.0,2,10956.521739130434
466,Super built-up  Area,Hebbal,Mahosya,1760,2.0,2.0,130.0,3,7386.363636363636
467,Super built-up  Area,Ambalipura,GrrvaGr,1800,3.0,3.0,110.0,3,6111.111111111111
468,Super built-up  Area,Akshaya Nagar,GrrvaGr,1070,2.0,1.0,54.0,2,5046.728971962617
469,Plot  Area,2nd Stage Nagarbhavi,GrrvaGr,1500,4.0,2.0,220.0,4,14666.666666666666
470,Plot  Area,Vidyaranyapura,GrrvaGr,1440,2.0,0.0,95.0,2,6597.222222222223
471,Super built-up  Area,Amruthahalli,other_society,900,2.0,1.0,40.0,2,4444.444444444444
472,Built-up  Area,others,GrrvaGr,1200,4.0,1.0,230.0,4,19166.666666666668
473,Super built-up  Area,Whitefield,SMuilan,1130,2.0,1.0,42.16,2,3730.973451327434
474,Super built-up  Area,Koramangala,Proodt,1320,2.0,1.0,165.0,2,12500.0
475,Super built-up  Area,Kodigehalli,GrrvaGr,1270,2.0,1.0,98.0,2,7716.535433070866
476,Built-up  Area,others,other_society,1200,2.0,1.0,62.0,2,5166.666666666667
477,Super built-up  Area,others,GrrvaGr,4800,4.0,2.0,235.0,4,4895.833333333333
478,Super built-up  Area,others,GrrvaGr,1200,2.0,1.0,74.0,2,6166.666666666667
479,Super built-up  Area,Subramanyapura,Prldsri,929,2.0,0.0,50.17,2,5400.4305705059205
480,Built-up  Area,others,other_society,1150,4.0,2.0,260.0,4,22608.695652173912
481,Plot  Area,Basavangudi,GrrvaGr,1125,4.0,3.0,180.0,4,16000.0
482,Plot  Area,Kenchenahalli,GrrvaGr,500,3.0,2.0,65.0,5,13000.0
483,Plot  Area,others,other_society,1200,5.0,2.0,190.0,5,15833.333333333334
484,Super built-up  Area,others,GrrvaGr,1464,3.0,2.0,56.0,3,3825.136612021858
485,Super built-up  Area,7th Phase JP Nagar,GrrvaGr,3600,4.0,3.0,400.0,4,11111.111111111111
486,Plot  Area,others,GrrvaGr,2000,4.0,2.0,99.0,4,4950.0
487,Super built-up  Area,Chikkalasandra,GrrvaGr,1208,2.0,1.0,49.0,2,4056.291390728477
488,Super built-up  Area,Hebbal Kempapura,other_society,1130,2.0,2.0,60.0,2,5309.734513274337
489,Super built-up  Area,others,other_society,1753,3.0,2.0,120.0,3,6845.407872219053
490,Super built-up  Area,Old Madras Road,Brica E,4500,7.0,3.0,337.0,5,7488.888888888889
491,Plot  Area,Banjara Layout,GrrvaGr,600,3.0,2.0,58.0,3,9666.666666666666
492,Super built-up  Area,Hoodi,GoAirej,1196,2.0,2.0,94.42,2,7894.648829431439
493,Built-up  Area,5th Phase JP Nagar,other_society,1150,3.0,3.0,52.5,2,4565.217391304348
494,Super built-up  Area,Electronic City,Prarkun,1128,2.0,1.0,63.0,2,5585.106382978724
495,Super built-up  Area,others,other_society,1000,2.0,1.0,53.0,2,5300.0
496,Super built-up  Area,Yelahanka,other_society,1035,2.0,1.0,45.0,2,4347.826086956522
497,Built-up  Area,Kereguddadahalli,GrrvaGr,950,2.0,1.0,32.0,2,3368.4210526315787
498,Super built-up  Area,Bisuvanahalli,Prityel,1075,2.0,1.0,36.0,3,3348.8372093023254
499,Super built-up  Area,Whitefield,other_society,1040,2.0,1.0,48.5,2,4663.461538461538
500,Plot  Area,others,GrrvaGr,720,2.0,1.0,45.0,2,6250.0
501,Super built-up  Area,Lingadheeranahalli,Soiewre,1511,3.0,1.0,95.0,3,6287.22700198544
502,Built-up  Area,others,GrrvaGr,1300,3.0,1.0,58.0,3,4461.538461538462
503,Super built-up  Area,Hoodi,Caycend,1545,3.0,1.0,68.75,3,4449.838187702266
504,Built-up  Area,Shampura,GrrvaGr,375,2.0,0.0,26.0,1,6933.333333333333
505,Super built-up  Area,Vidyaranyapura,GrrvaGr,1062,2.0,3.0,38.0,2,3578.154425612053
506,Super built-up  Area,others,GrrvaGr,1115,2.0,1.0,40.0,2,3587.4439461883408
507,Super built-up  Area,JP Nagar,other_society,1000,2.0,1.0,35.0,2,3500.0
508,Super built-up  Area,Kambipura,Prrtht,883,2.0,1.0,45.0,2,5096.262740656852
509,Super built-up  Area,Sarjapur  Road,other_society,1195,2.0,1.0,70.0,2,5857.740585774059
510,Plot  Area,others,GrrvaGr,1200,3.0,1.0,165.0,4,13750.0
511,Built-up  Area,others,GrrvaGr,700,1.0,0.0,41.0,1,5857.142857142857
512,Super built-up  Area,Vittasandra,Prlla C,1246,2.0,1.0,67.0,2,5377.2070626003215
513,Plot  Area,8th Phase JP Nagar,GrrvaGr,660,4.0,2.0,90.0,4,13636.363636363636
514,Plot  Area,Banashankari Stage III,GrrvaGr,8500,4.0,2.0,145.0,4,1705.8823529411766
515,Super built-up  Area,others,GrrvaGr,1600,4.0,1.0,80.0,4,5000.0
516,Super built-up  Area,Haralur Road,SNnia E,2805,5.0,3.0,154.0,4,5490.196078431372
517,Super built-up  Area,Begur Road,GrrvaGr,1584,3.0,2.0,65.0,3,4103.535353535353
518,Plot  Area,Sector 7 HSR Layout,GrrvaGr,3000,5.0,1.0,275.0,4,9166.666666666666
519,Built-up  Area,Hosur Road,GrrvaGr,1175,2.0,2.0,48.0,3,4085.1063829787236
520,Built-up  Area,others,GrrvaGr,1595,3.0,2.0,115.0,3,7210.031347962383
521,Super built-up  Area,others,other_society,1353,2.0,2.0,110.0,2,8130.081300813008
522,Super built-up  Area,Electronic City,Prarkun,1599,3.0,2.0,125.0,3,7817.385866166354
523,Super built-up  Area,Whitefield,other_society,1150,2.0,1.0,70.0,2,6086.95652173913
524,Super built-up  Area,Jakkur,other_society,5230,6.0,1.0,465.0,4,8891.013384321224
525,Super built-up  Area,KR Puram,other_society,1155,2.0,2.0,42.74,2,3700.4329004329006
526,Built-up  Area,others,GrrvaGr,1200,2.0,0.0,85.0,1,7083.333333333333
527,Super built-up  Area,Electronic City Phase II,GrrvaGr,1000,2.0,1.0,25.0,2,2500.0
528,Super built-up  Area,Thanisandra,GrrvaGr,3000,4.0,2.0,120.0,4,4000.0
529,Built-up  Area,Rajiv Nagar,PuoodSk,1867,3.0,1.0,160.0,3,8569.89823245849
530,Super built-up  Area,Ramagondanahalli,ViistLa,1251,2.0,1.0,47.0,2,3756.994404476419
531,Super built-up  Area,others,other_society,1028,2.0,1.0,45.5,2,4426.070038910506
532,Super built-up  Area,Arekere,other_society,1222,2.0,2.0,45.0,2,3682.4877250409168
533,Super built-up  Area,Bannerghatta Road,SNity S,1170,2.0,1.0,66.0,3,5641.025641025641
534,Super built-up  Area,Hebbal,other_society,2400,4.0,1.0,245.0,3,10208.333333333334
535,Super built-up  Area,others,GrrvaGr,1385,2.0,2.0,48.48,3,3500.361010830325
536,Super built-up  Area,HSR Layout,other_society,1372,2.0,1.0,68.0,2,4956.268221574344
537,Super built-up  Area,Magadi Road,other_society,1282,2.0,2.0,49.0,3,3822.1528861154447
538,Super built-up  Area,Mico Layout,other_society,5000,9.0,3.0,210.0,9,4200.0
539,Built-up  Area,others,GrrvaGr,3000,3.0,1.0,528.0,5,17600.0
540,Super built-up  Area,Kanakpura Road,other_society,1135,2.0,1.0,39.73,2,3500.440528634361
541,Built-up  Area,Whitefield,GrrvaGr,1768,3.0,2.0,101.0,3,5712.669683257918
542,Built-up  Area,others,other_society,1325,2.0,1.0,90.0,3,6792.452830188679
543,Super built-up  Area,Electronic City,Prarkun,1599,3.0,2.0,99.0,3,6191.369606003753
544,Plot  Area,Whitefield,GrrvaGr,1500,3.0,1.0,61.95,3,4130.0
545,Plot  Area,others,GrrvaGr,2610,3.0,0.0,499.0,3,19118.773946360154
546,Super built-up  Area,Uttarahalli,GrrvaGr,1286,2.0,2.0,63.0,2,4898.9113530326595
547,Built-up  Area,Kammanahalli,GrrvaGr,2845,5.0,1.0,140.0,5,4920.91388400703
548,Super built-up  Area,others,other_society,1600,2.0,2.0,50.0,3,3125.0
549,Super built-up  Area,Hennur Road,other_society,1195,2.0,0.0,63.77,2,5336.401673640167
550,Super built-up  Area,Hebbal,Brium C,3450,5.0,2.0,260.0,3,7536.231884057971
551,Super built-up  Area,Munnekollal,other_society,1102,2.0,2.0,53.67,2,4870.235934664247
552,Super built-up  Area,Yelahanka,other_society,1350,2.0,2.0,54.0,2,4000.0
553,Super built-up  Area,Banashankari,GrrvaGr,1200,2.0,2.0,42.0,3,3500.0
554,Plot  Area,Hosa Road,GrrvaGr,1300,6.0,0.0,145.0,6,11153.846153846154
